text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T23:01:21Z,FALSE,NA,1125536052461096960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mikelking,312,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T23:01:14Z,FALSE,NA,1125536026330566656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",unodellosnc,2407,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T23:01:05Z,FALSE,NA,1125535987420082176,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",iosfangirl,45,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T23:00:41Z,FALSE,NA,1125535888522477568,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chandlerinitaly,2407,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T23:00:40Z,FALSE,NA,1125535884219244545,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",eileenreed2016,2407,TRUE,FALSE,NA,NA
"RT @PiratePartyINT: #MuellerReport [Quote] ""*After* WL's 6/12 tweet,
 ""GRU"" reached out to WL &amp; offered Clinton leaks."" (No source given.)…",FALSE,0,NA,2019-05-06T23:00:21Z,FALSE,NA,1125535803621482496,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Melina53071460,147,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T23:00:08Z,FALSE,NA,1125535748281851904,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",edallas53,131,TRUE,FALSE,NA,NA
@WayneDupreeShow I think we need to find out from Mueller when he is going to pay We the People back for a special… https://t.co/0IHwEgPuKu,FALSE,0,WayneDupreeShow,2019-05-06T23:00:05Z,TRUE,1125166056010592256,1125535735229100033,282695161,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",freetobe66,0,FALSE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T23:00:03Z,FALSE,NA,1125535728392339457,NA,"<a href=""https://github.com/Stup1dTwitB0ts"" rel=""nofollow"">$tup!dTwitB0t$</a>",russ30327,110,TRUE,FALSE,NA,NA
"Trump once again, contradicts himself. If Trump truly is innocent and believes Mueller exonerated him what is the p… https://t.co/8LdKMbI7qQ",FALSE,1,NA,2019-05-06T23:00:00Z,TRUE,NA,1125535715876433921,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ProgressNow_NC,0,FALSE,FALSE,NA,NA
"@DonaldJTrumpJr Um... are you even pretending to follow what’s going on with your dad, #MuellerReport and the #russians ?",FALSE,0,DonaldJTrumpJr,2019-05-06T22:59:55Z,FALSE,1125529832631209984,1125535692346548225,39344374,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",unohuim,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:59:48Z,FALSE,NA,1125535663355572225,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",harriet622,2408,TRUE,FALSE,NA,NA
@GOPChairwoman @realDonaldTrump And we still need to hear about the hundreds of contacts with #Russia and why all t… https://t.co/7QX3lMpNpE,FALSE,0,GOPChairwoman,2019-05-06T22:59:39Z,TRUE,1125111921873752064,1125535628412825601,2353605901,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realfoodworld,0,FALSE,FALSE,NA,NA
"RT @Megavolts001: #MuellerReport 
#Spygate
Major Omission Shows Mueller Was Either Incompetent Or A Political Hack
Not once does Mueller me…",FALSE,0,NA,2019-05-06T22:59:22Z,FALSE,NA,1125535557101203456,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",valysamulder,14,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:59:01Z,FALSE,NA,1125535466357284865,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SVictor70973566,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: For a report that supposedly “totally exonerated” Trump, they sure are trying to COVER UP its findings.🙄

Whatever their…",FALSE,0,NA,2019-05-06T22:58:57Z,FALSE,NA,1125535450968387585,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SVictor70973566,334,TRUE,FALSE,NA,NA
RT @AnnabelleT53: @EvanMcMullin Trump campaign was all in on hooking up with foreign adversary. It wasnt until the press picked up rumors o…,FALSE,0,NA,2019-05-06T22:58:46Z,FALSE,NA,1125535405162602496,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GranJanis,1,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:58:35Z,FALSE,NA,1125535357322375168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarciaM62911024,2408,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:58:25Z,FALSE,NA,1125535316389974016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stephela,45,TRUE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T22:58:12Z,FALSE,NA,1125535259775266819,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MadsusuO,110,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:58:08Z,FALSE,NA,1125535244424081408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brandee_golfs,2408,TRUE,FALSE,NA,NA
Ya think #Democrats would have seizures if #WilliamBarr destroyed the #MuellerReport like #CrookedHillary+#Comey di… https://t.co/4Gl4JA6vy3,FALSE,0,NA,2019-05-06T22:57:57Z,TRUE,NA,1125535198152671232,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheGreatTrump45,0,FALSE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T22:57:47Z,FALSE,NA,1125535156897550336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",leyates14,110,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:57:46Z,FALSE,NA,1125535150685728770,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JillF38,2408,TRUE,FALSE,NA,NA
"RT @replouiegohmert: ICYMI: Here is my speech on the House Floor last week re: The Paris Climate Treaty &amp; #MuellerReport. VIDEO: 

https://…",FALSE,0,NA,2019-05-06T22:57:36Z,FALSE,NA,1125535109678080000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ReasonableInsa2,37,TRUE,FALSE,NA,NA
#QAnon #QArmy #MAGA  #FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #WalkAway #MuellerReport Michael Cohen P… https://t.co/ghGkJxKkbp,FALSE,1,NA,2019-05-06T22:57:18Z,TRUE,NA,1125535036801859584,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NewsPuppet,0,FALSE,FALSE,NA,NA
"U.S. #SupremeLiar is DESPERATE to stay out of prison. #Individual1

#MuellerReport FELONIES

""More than 370 former… https://t.co/TR55PCJSnu",FALSE,1,NA,2019-05-06T22:57:12Z,TRUE,NA,1125535011820584960,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",INLadyDem,0,FALSE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T22:57:09Z,FALSE,NA,1125534996855283713,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shell_loyd,131,TRUE,FALSE,NA,NA
Declutter your #writing or risk bogging down your readers. Don’t switch back &amp; forth between the 1st person (conver… https://t.co/luhYaytSdQ,FALSE,0,NA,2019-05-06T22:57:04Z,TRUE,NA,1125534975640653825,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LawWritingCoach,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:56:56Z,FALSE,NA,1125534943713595397,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mditt1129,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:56:31Z,FALSE,NA,1125534836855312384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SandieKay33,2408,TRUE,FALSE,NA,NA
RT @Emolclause: #BREAKING:370 former federal prosecutors have signed a statement saying THE ONLY REASON #Trump wasn't charged with #Obstruc…,FALSE,0,NA,2019-05-06T22:56:29Z,FALSE,NA,1125534830244974592,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sevn47,81,TRUE,FALSE,NA,NA
"RT @WordswithSteph: @funder AG Barr, in testimony &amp; defying a subpoena for unredacted #MuellerReport, has demonstrated to America his utter…",FALSE,0,NA,2019-05-06T22:56:04Z,FALSE,NA,1125534726008098816,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jessesgang,157,TRUE,FALSE,NA,NA
RT @DrDenaGrayson: 🚨BREAKING: @HouseJudiciary member @davidcicilline says that Robert Mueller has tentatively agreed to testify on **May 15…,FALSE,0,NA,2019-05-06T22:56:00Z,FALSE,NA,1125534706227929089,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DrMJW,258,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: For a report that supposedly “totally exonerated” Trump, they sure are trying to COVER UP its findings.🙄

Whatever their…",FALSE,0,NA,2019-05-06T22:55:54Z,FALSE,NA,1125534681364086785,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",verbella1,334,TRUE,FALSE,NA,NA
RT @lensjockey: The disgusting #gaming paradigm being foisted on EVERYONE as some worldwide NORM of thought—is just creepy NORMAL male #bin…,FALSE,0,NA,2019-05-06T22:55:43Z,FALSE,NA,1125534636518412289,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TechsolZenastra,1,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:55:43Z,FALSE,NA,1125534635432263680,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NancyBain14,2408,TRUE,FALSE,NA,NA
"It is time. #MuellerReport 
#ImpeachTrump #ImpeachmentHearingsNOW https://t.co/dwRP3sVeqp",FALSE,1,NA,2019-05-06T22:55:32Z,FALSE,NA,1125534591324966913,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RStarovich,0,FALSE,FALSE,NA,NA
"RT @negombosc: The #MuellerReport verified: ""...the American people are being lied to by this administration, in ways large and small, from…",FALSE,0,NA,2019-05-06T22:55:18Z,FALSE,NA,1125534533518909441,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",skyaswriter,59,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:55:18Z,FALSE,NA,1125534531761704961,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lseefeldt3,45,TRUE,FALSE,NA,NA
"RT @larryelder: #MuellerReport

Hat tip: @papagiorgio200 https://t.co/Zb8EuwrpXi",FALSE,0,NA,2019-05-06T22:55:17Z,FALSE,NA,1125534526225231877,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jockomacdougal,773,TRUE,FALSE,NA,NA
The disgusting #gaming paradigm being foisted on EVERYONE as some worldwide NORM of thought—is just creepy NORMAL m… https://t.co/nSlyjs2kNA,FALSE,2,NA,2019-05-06T22:55:01Z,TRUE,NA,1125534462656286722,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lensjockey,1,FALSE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T22:54:36Z,FALSE,NA,1125534354053189633,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Unconquerable,312,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:54:30Z,FALSE,NA,1125534332234358785,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CheyneBopp,45,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:54:17Z,FALSE,NA,1125534275552600064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GeminijlwWilson,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:54:02Z,FALSE,NA,1125534211174227974,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Django_Kitty,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:53:51Z,FALSE,NA,1125534167217967104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Knowledge2Seek,2408,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:53:50Z,FALSE,NA,1125534161588981760,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FredCDobbz,224,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:53:47Z,FALSE,NA,1125534151233478661,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DrDenaGrayson,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:53:39Z,FALSE,NA,1125534115867054080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",salp769,2408,TRUE,FALSE,NA,NA
"RT @Mindcite_US: How many patriots (American not Russian) born at night were born last night? 🤔

#MuellerReport #TraitorTrump #Military #Ve…",FALSE,0,NA,2019-05-06T22:53:35Z,FALSE,NA,1125534100616560640,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",OneMargaretx,42,TRUE,FALSE,NA,NA
"RT @StandUpAmerica: #BREAKING: The @HouseJudiciary will vote Wednesday to hold Attorney General Barr in contempt, with a full House vote to…",FALSE,0,NA,2019-05-06T22:53:35Z,FALSE,NA,1125534099458801665,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Onewhotravels,87,TRUE,FALSE,NA,NA
"RT @with_integrity: The Mueller Report - Expensive Estimations And Elusive Evidence

https://t.co/pmojxdGpHq

#Guccifer2 #RussiaGate #Muell…",FALSE,0,NA,2019-05-06T22:53:23Z,FALSE,NA,1125534049202663424,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SJVET45,87,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:53:23Z,FALSE,NA,1125534048498147328,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LindaMStaples,45,TRUE,FALSE,NA,NA
"RT @EarlOfEnough: ❗️BIPARTISAN BLOCKBUSTER❗️

👇🏾

The ONLY reason @realDonaldTrump was not charged with obstruction of justice is because h…",FALSE,0,NA,2019-05-06T22:53:18Z,FALSE,NA,1125534029019664384,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ShelbyKStewart,110,TRUE,FALSE,NA,NA
"RT @with_integrity: The Mueller Report - Expensive Estimations And Elusive Evidence

https://t.co/pmojxdGpHq

#Guccifer2 #RussiaGate #Muell…",FALSE,0,NA,2019-05-06T22:53:08Z,FALSE,NA,1125533985264762882,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TXLAW24,87,TRUE,FALSE,NA,NA
"RT @jpuopolo: Do you think #MuellerTestimony will help or hurt @realDonaldTrump?

#TrumpsScaredOfMueller 
#Mueller 
#MuellerReport",FALSE,0,NA,2019-05-06T22:53:01Z,FALSE,NA,1125533958773456899,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DrSherrill,49,TRUE,FALSE,NA,NA
@SassyGirlboss A message for Sarah Sanders from me at https://t.co/TV6dE8RQBf: please RETWEET and SHARE. I’ve got a… https://t.co/S14swmDVwz,FALSE,0,SassyGirlboss,2019-05-06T22:53:01Z,TRUE,1124360385388265472,1125533955531239424,843867077597417472,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",unminced11,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:52:59Z,FALSE,NA,1125533949210632193,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DiscustedRick,2408,TRUE,FALSE,NA,NA
"RT @mayawiley: Pleasure to join @TheBeatWithAri. When you have a Bully-in-Chief, standing down his squad with #Contempt is understandable.…",FALSE,0,NA,2019-05-06T22:52:58Z,FALSE,NA,1125533944852516864,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kgentrykiki,45,TRUE,FALSE,NA,NA
"RT @aussieintel: 'But he did want to fight for a theory of presidential power.' 

'Barr is the closest thing we have to [former Vice Presid…",FALSE,0,NA,2019-05-06T22:52:49Z,FALSE,NA,1125533907389042688,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",aussieintel,1,TRUE,FALSE,NA,NA
"RT @lensjockey: Having the ""MOTHER"" being the one here, acting like THIS is okay—is unfortunately just NORMAL male #binary #CMCP #winloopin…",FALSE,0,NA,2019-05-06T22:52:44Z,FALSE,NA,1125533886199545856,NA,"<a href=""http://www.oe24.at"" rel=""nofollow"">LoRaAustria_Schnittstelle</a>",LoRaAustria,1,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:52:42Z,FALSE,NA,1125533876795764736,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CzyDauTep,224,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:52:24Z,FALSE,NA,1125533803487944704,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",aurorakangaspuu,2408,TRUE,FALSE,NA,NA
"#MuellerReport is occasionally stodgy because of wordiness. See p. 112, n.676. #plainlanguage #plainenglish… https://t.co/ECJ0mWwpUn",FALSE,0,NA,2019-05-06T22:52:23Z,TRUE,NA,1125533797481578497,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LawWritingCoach,0,FALSE,FALSE,NA,NA
RT @PiratePartyINT: The #MuellerReport and How @CrowdStrike AND @FireEye came up short. 1st DNC hack occurred way before the leak. DNC reje…,FALSE,0,NA,2019-05-06T22:52:21Z,FALSE,NA,1125533791504797698,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Melina53071460,320,TRUE,FALSE,NA,NA
"RT @WordswithSteph: @funder AG Barr, in testimony &amp; defying a subpoena for unredacted #MuellerReport, has demonstrated to America his utter…",FALSE,0,NA,2019-05-06T22:52:11Z,FALSE,NA,1125533748538290184,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Annbieb09736588,157,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:51:53Z,FALSE,NA,1125533673502019585,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sausalitohippie,2408,TRUE,FALSE,NA,NA
"ARREST #WilliamBarr, NOW!
SUBPOENA #RobertMueller, NOW!

#ContemptOfCongress #UnfitForOffice #MuellerReport",FALSE,0,NA,2019-05-06T22:51:53Z,FALSE,NA,1125533672122114048,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CathyFielding,0,FALSE,FALSE,NA,NA
